Provincia,Municipio,Población,Longitud ETRS89,Latitud ETRS89,Altitud
Cuenca,Belmonte,1958,-2.70451009,39.55798889,756
Cuenca,Belmontejo,181,-2.34612338,39.82226035,870
Cuenca,Beteta,277,-2.07558452,40.57221703,1217
Cuenca,Boniches,148,-1.62469113,39.9855163,1033
Cuenca,Buciegas,45,-2.46271211,40.33551508,816
Cuenca,Buenache de Alarcón,479,-2.15903171,39.65581023,821
Cuenca,Buenache de la Sierra,93,-2.00094068,40.13533403,1301
Cuenca,Buendía,417,-2.7575846,40.36604124,739
Cuenca,Campillo de Altobuey,1379,-1.79608286,39.61084466,939
Cuenca,Campillos-Paravientos,115,-1.54826134,39.97431329,1177
Cuenca,Campillos-Sierra,32,-1.69807843,40.1001606,1253
Cuenca,Canalejas del Arroyo,246,-2.49327724,40.36811299,799
Cuenca,Cañada del Hoyo,254,-1.8994922,39.97046084,1022
Cuenca,Cañada Juncosa,255,-2.2526313,39.54893005,807
Cuenca,Cañamares,467,-2.23965923,40.45314577,883
Cuenca,El Cañavate,154,-2.30227644,39.54259817,792
Cuenca,Cañaveras,271,-2.39595473,40.35979825,817
Cuenca,Cañaveruelas,139,-2.63760907,40.40152087,796
Cuenca,Cañete,774,-1.6476273,40.04109436,1074
Cuenca,Cañizares,480,-2.19178825,40.51919829,1063
Cuenca,Carboneras de Guadazaón,808,-1.81320516,39.89986629,1027
Cuenca,Cardenete,501,-1.68746513,39.76685343,964
Cuenca,Carrascosa,72,-2.16375249,40.59030324,1243
Cuenca,Carrascosa de Haro,115,-2.54061738,39.59774096,790
Cuenca,Casas de Benítez,875,-2.12822918,39.36045805,753
Cuenca,Casas de Fernando Alonso,1208,-2.32596091,39.35210263,727
Cuenca,Casas de Garcimolina,28,-1.41736787,39.99711341,1153
Cuenca,Casas de Guijarro,111,-2.16341711,39.34633539,753
Cuenca,Casas de Haro,847,-2.27032918,39.32344693,729
Cuenca,Casas de los Pinos,443,-2.37064698,39.33377344,726
Cuenca,Casasimarro,3072,-2.03987145,39.39285821,751
Cuenca,Castejón,166,-2.51848176,40.38154522,861
Cuenca,Castillejo de Iniesta,160,-1.76092683,39.52519483,823
Cuenca,Castillejo-Sierra,29,-2.14057757,40.37584776,1007
Cuenca,Castillo-Albaráñez,22,-2.39286598,40.29852896,900
Cuenca,Castillo de Garcimuñoz,145,-2.38226214,39.66060965,932
Cuenca,Cervera del Llano,221,-2.42052799,39.78389491,898
Cuenca,La Cierva,35,-1.85200478,40.05743669,1261
Cuenca,Cuenca,54876,-2.13152306,40.07653762,997
Cuenca,Cueva del Hierro,34,-2.03662443,40.5827179,1334
Cuenca,Chumillas,54,-2.03450853,39.77014301,1034
Cuenca,Enguídanos,331,-1.6068606,39.6735915,734
Cuenca,Fresneda de Altarejos,51,-2.31395832,39.92519278,902
Cuenca,Fresneda de la Sierra,53,-2.14243248,40.3912039,993
Cuenca,La Frontera,157,-2.21843422,40.40199529,976
Cuenca,Fuente de Pedro Naharro,1210,-3.00919743,39.92224247,764
Cuenca,Fuentelespino de Haro,249,-2.66971638,39.69004964,851
Cuenca,Fuentelespino de Moya,107,-1.4697313,39.92038263,1104
Cuenca,Fuentes,447,-2.02241033,39.94984979,1023
Cuenca,Fuertescusa,70,-2.17584717,40.47522142,982
Cuenca,Gabaldón,182,-1.94481967,39.6259051,920
Cuenca,Garaballa,74,-1.37486155,39.81246658,945
Cuenca,Gascueña,169,-2.51846453,40.29975123,932
Cuenca,Graja de Campalbo,92,-1.27034536,39.89880374,1101
Cuenca,Graja de Iniesta,365,-1.6720477,39.51686137,835
Cuenca,Henarejos,153,-1.48521246,39.86406141,1073
Cuenca,El Herrumblar,676,-1.6223723,39.40267488,775
Cuenca,La Hinojosa,200,-2.41680206,39.72724768,939
Cuenca,Los Hinojosos,814,-2.82462934,39.6031679,775
Cuenca,El Hito,154,-2.71473593,39.85902815,869
Cuenca,Honrubia,1602,-2.28052957,39.61196266,815
Cuenca,Hontanaya,290,-2.83547482,39.71522689,807
Cuenca,Hontecillas,51,-2.18724703,39.6930609,828
Cuenca,Horcajo de Santiago,3542,-2.99714777,39.84186486,756
Cuenca,Huélamo,103,-1.80944353,40.27789389,1316
Cuenca,Huelves,54,-2.8836522,40.04353704,818
Cuenca,Huérguina,51,-1.60840712,40.04049456,1110
Cuenca,Huerta de la Obispalía,134,-2.48175484,39.98928703,929
Cuenca,Huerta del Marquesado,200,-1.68584159,40.14529346,1262
Cuenca,Huete,1776,-2.69166859,40.14530976,835
Cuenca,Iniesta,4337,-1.74974952,39.44322663,769
Cuenca,Laguna del Marquesado,45,-1.6716896,40.17752868,1319
Cuenca,Lagunaseca,75,-2.01796089,40.53062527,1362
Cuenca,Landete,1229,-1.36715368,39.90848745,988
Cuenca,Ledaña,1614,-1.71625632,39.35596726,725
Cuenca,Leganiel,182,-2.94998151,40.16543858,747
Cuenca,Las Majadas,266,-2.02084694,40.29780502,1390
Cuenca,Mariana,290,-2.14509395,40.1663004,961
Cuenca,Masegosa,73,-2.02563118,40.54720333,1376
Cuenca,Las Mesas,2312,-2.76724347,39.38995878,689
Cuenca,Minglanilla,2232,-1.59575034,39.53520115,823
Cuenca,Mira,929,-1.44005271,39.72027555,830
Cuenca,Monreal del Llano,69,-2.76183575,39.56911366,735
Cuenca,Montalbanejo,103,-2.49786879,39.7348982,905
Cuenca,Montalbo,639,-2.67223021,39.87798969,891
Cuenca,Monteagudo de las Salinas,120,-1.90086469,39.80409232,1017
Cuenca,Mota de Altarejos,36,-2.31023829,39.8819054,865
Cuenca,Mota del Cuervo,6033,-2.87081044,39.49865371,707
Cuenca,Motilla del Palancar,5929,-1.90994719,39.56052095,830
Cuenca,Moya,153,-1.36801571,39.94852738,1136
Cuenca,Narboneta,49,-1.47390744,39.75052921,850
Cuenca,Olivares de Júcar,337,-2.35141426,39.76034602,906
Cuenca,Olmeda de la Cuesta,29,-2.47562983,40.31087131,897
Cuenca,Olmeda del Rey,132,-2.08303917,39.80837829,938
Cuenca,Olmedilla de Alarcón,159,-2.10451933,39.61473083,822
Cuenca,Olmedilla de Eliz,16,-2.42030612,40.30256183,869
Cuenca,Osa de la Vega,501,-2.76219465,39.6612813,764
Cuenca,Pajarón,79,-1.78289386,39.95747423,1051
Cuenca,Pajaroncillo,75,-1.73384857,39.94746168,983
Cuenca,Palomares del Campo,642,-2.59892074,39.9477122,877
Cuenca,Palomera,159,-2.05021182,40.06736734,1075
Cuenca,Paracuellos,99,-1.78860855,39.7173904,969
Cuenca,Paredes,64,-2.85408563,40.06643325,834
Cuenca,La Parra de las Vegas,39,-2.20459141,39.86832639,1023
Cuenca,El Pedernoso,1147,-2.74454177,39.48508097,716
Cuenca,Las Pedroñeras,6581,-2.67521669,39.45215365,709
Cuenca,El Peral,628,-1.89855566,39.49914409,793
Cuenca,La Peraleja,95,-2.55552695,40.23568169,877
Cuenca,La Pesquera,225,-1.58539573,39.5723678,795
Cuenca,El Picazo,672,-2.08881781,39.4481972,698
Cuenca,Pinarejo,227,-2.42546129,39.61471691,882
Cuenca,Pineda de Gigüela,61,-2.54329702,40.08580618,976
Cuenca,Piqueras del Castillo,55,-2.08387929,39.72126766,927
Cuenca,Portalrubio de Guadamejud,26,-2.60308988,40.27189205,812
Cuenca,Portilla,69,-2.08339605,40.2890564,1066
Cuenca,Poyatos,62,-2.04930299,40.42311458,1240
Cuenca,Pozoamargo,302,-2.19687565,39.36647507,752
Cuenca,Pozorrubio de Santiago,315,-2.95037778,39.81679722,788
Cuenca,El Pozuelo,54,-2.27812708,40.6204796,1218
Cuenca,Priego,942,-2.31716398,40.44855782,848
Cuenca,El Provencio,2453,-2.57366524,39.37643287,699
Cuenca,Puebla de Almenara,351,-2.81685893,39.78393775,864
Cuenca,El Valle de Altomira,221,-2.75970371,40.2244204,801
Cuenca,Puebla del Salvador,192,-1.67436579,39.56438888,842
Cuenca,Quintanar del Rey,7533,-1.92764017,39.34251913,728
Cuenca,Rada de Haro,42,-2.62076255,39.56981018,823
Cuenca,Reíllo,105,-1.87168988,39.90581103,1022
Cuenca,Rozalén del Monte,72,-2.80530892,39.99044569,873
Cuenca,Saceda-Trasierra,44,-2.85334473,40.15427554,920
Cuenca,Saelices,506,-2.80522516,39.9209975,930
Cuenca,Salinas del Manzano,85,-1.55634669,40.08849771,1132
Cuenca,Salmeroncillos,107,-2.52128273,40.50471896,761
Cuenca,Salvacañete,315,-1.50242309,40.0987678,1212
Cuenca,San Clemente,7247,-2.42962901,39.40330614,721
Cuenca,San Lorenzo de la Parrilla,1057,-2.36103293,39.85130155,940
Cuenca,San Martín de Boniches,46,-1.57374801,39.88559941,1208
Cuenca,San Pedro Palmiches,57,-2.40780637,40.4291571,820
Cuenca,Santa Cruz de Moya,236,-1.25487494,39.95479741,763
Cuenca,Santa María del Campo Rus,607,-2.42290033,39.55840725,788
Cuenca,Santa María de los Llanos,694,-2.81131288,39.48862424,716
Cuenca,Santa María del Val,60,-2.04141767,40.50434552,1196
Cuenca,Sisante,1685,-2.20115957,39.40713272,744
Cuenca,Solera de Gabaldón,28,-1.97762435,39.74803197,1043
Cuenca,Talayuelas,898,-1.28430223,39.84759587,991
Cuenca,Tarancón,14834,-3.00299913,40.01100721,805
Cuenca,Tébar,283,-2.16555868,39.49960946,888
Cuenca,Tejadillos,130,-1.63474902,40.1418641,1235
Cuenca,Tinajas,197,-2.58267732,40.32615465,864
Cuenca,Torralba,126,-2.28485822,40.30330749,912
Cuenca,Torrejoncillo del Rey,394,-2.57430524,40.00762093,931
Cuenca,Torrubia del Campo,265,-2.96133951,39.8961798,797
Cuenca,Torrubia del Castillo,40,-2.31139557,39.65824649,849
Cuenca,Tragacete,261,-1.85099186,40.34920575,1281
Cuenca,Tresjuncos,316,-2.75659528,39.69874336,796
Cuenca,Tribaldos,91,-2.89811907,39.97208544,824
Cuenca,Uclés,219,-2.86292399,39.98060843,863
Cuenca,Uña,92,-1.97819824,40.22338108,1139
Cuenca,Valdemeca,87,-1.74369931,40.22401814,1322
Cuenca,Valdemorillo de la Sierra,66,-1.78174966,40.03902441,1200
Cuenca,Valdemoro-Sierra,114,-1.76707909,40.10118642,1111
Cuenca,Valdeolivas,195,-2.44455231,40.50509607,926
Cuenca,Valhermoso de la Fuente,47,-2.01741436,39.55295569,800
Cuenca,Valsalobre,26,-2.09292236,40.61717284,1225
Cuenca,Valverde de Júcar,1111,-2.21800571,39.71856361,817
Cuenca,Valverdejo,99,-2.02364497,39.61573723,867
Cuenca,Vara de Rey,530,-2.29495241,39.42438985,822
Cuenca,Vega del Codorno,135,-1.92940245,40.43389447,1344
Cuenca,Vellisca,102,-2.81427973,40.12882196,943
Cuenca,Villaconejos de Trabaque,358,-2.31812472,40.40135638,813
Cuenca,Villaescusa de Haro,494,-2.67442166,39.59725685,824
Cuenca,Villagarcía del Llano,775,-1.84625561,39.32654926,728
Cuenca,Villalba de la Sierra,499,-2.08765887,40.23624228,994
Cuenca,Villalba del Rey,546,-2.64103615,40.34448602,787
Cuenca,Villalgordo del Marquesado,78,-2.50830315,39.68222427,857
Cuenca,Villalpardo,976,-1.62529227,39.47333079,775
Cuenca,Villamayor de Santiago,2587,-2.92775691,39.7285842,775
Cuenca,Villanueva de Guadamejud,68,-2.50703229,40.22470982,812
Cuenca,Villanueva de la Jara,2259,-1.9505386,39.43910272,769
Cuenca,Villar de Cañas,402,-2.5658079,39.77835802,815
Cuenca,Villar de Domingo García,216,-2.29427547,40.23853491,933
Cuenca,Villar de la Encina,169,-2.52201473,39.63693289,842
Cuenca,Villar del Humo,203,-1.62719785,39.87018066,990
Cuenca,Villar del Infantado,42,-2.47861265,40.45501191,763
Cuenca,Villar de Olalla,1250,-2.19680616,40.0152484,921
Cuenca,Villarejo de Fuentes,475,-2.69430346,39.78970652,860
Cuenca,Villarejo de la Peñuela,20,-2.40961329,40.08699389,943
Cuenca,Villarejo-Periesteban,392,-2.44122987,39.87090712,910
Cuenca,Villares del Saz,485,-2.50690692,39.84039096,869
Cuenca,Villarrubio,196,-2.8951749,39.94465693,821
Cuenca,Villarta,829,-1.65250364,39.4404108,757
Cuenca,Villas de la Ventosa,230,-2.43187557,40.2054271,853
Cuenca,Villaverde y Pasaconsol,352,-2.2650562,39.7704989,857
Cuenca,Víllora,125,-1.58635049,39.75307038,897
Cuenca,Vindel,10,-2.38068231,40.58793206,886
Cuenca,Yémeda,24,-1.72248206,39.76286551,867
Cuenca,Zafra de Záncara,128,-2.55885588,39.89215544,955
Cuenca,Zafrilla,67,-1.61738636,40.19457725,1418
Cuenca,Zarza de Tajo,248,-3.13183013,40.01821259,709
Cuenca,Zarzuela,192,-2.12875796,40.25535241,1054
Cuenca,Campos del Paraíso,798,-2.73842048,40.03753421,896
Cuenca,Valdetórtola,140,-2.18602597,39.92051743,900
Cuenca,Las Valeras,1547,-2.15807311,39.77018631,873
Cuenca,Fuentenava de Jábaga,553,-2.26399333,40.08622198,968
Cuenca,Arcas,1691,-2.11495294,39.98852404,960
Cuenca,Los Valdecolmenas,77,-2.49722839,40.11998668,932
Cuenca,Pozorrubielos de la Mancha,196,-2.03877807,39.44537978,779
Cuenca,Sotorribas,776,-2.16373985,40.19522153,988
Cuenca,Villar y Velasco,88,-2.41847881,40.14922267,978
Girona,Agullana,831,2.84657328,42.39402494,162
Girona,Aiguaviva,779,2.76163011,41.93845315,164
Girona,Albanyà,141,2.72019727,42.30454655,234
Girona,Albons,769,3.08590521,42.10437187,25
Girona,El Far d'Empordà,568,2.99619535,42.25212616,43
Girona,Alp,1499,1.88550982,42.37253273,1161
Girona,Amer,2242,2.60180784,42.01007358,186
Girona,Anglès,5479,2.63929213,41.95671537,163
Girona,Arbúcies,6427,2.51366963,41.8160888,287
Girona,Argelaguer,423,2.64194856,42.21307792,182
Girona,L'Armentera,949,3.07498075,42.17199929,6
Girona,Avinyonet de Puigventós,1565,2.91439402,42.24964566,71
Girona,Begur,3933,3.20724589,41.95431081,198
Girona,La Vajol,85,2.80049422,42.40383379,542
Girona,Banyoles,19397,2.7694699,42.12059137,165
Girona,Bàscara,989,2.91021595,42.16066615,64
Girona,Bellcaire d'Empordà,668,3.09454192,42.08088551,31
Girona,Besalú,2443,2.69965703,42.19949028,168
Girona,Bescanó,4929,2.7427398,41.96550469,100
Girona,Beuda,181,2.70978069,42.237136,339
Girona,La Bisbal d'Empordà,10775,3.03828637,41.96013018,35
Girona,Blanes,38813,2.79229296,41.67592157,14
Girona,Bolvir,380,1.87857449,42.41958496,1144
Girona,Bordils,1693,2.911441,42.04409797,41
Girona,Borrassà,715,2.92653436,42.22323776,73
Girona,Breda,3740,2.55714072,41.7483613,169
Girona,Brunyola,369,2.68467609,41.90460031,251
Girona,Boadella i les Escaules,267,2.85606254,42.32960828,86
Girona,Cabanes,903,2.97795707,42.3075044,24
Girona,Cabanelles,265,2.81947141,42.23076724,194
Girona,Cadaqués,2794,3.27565126,42.28808066,16
Girona,Caldes de Malavella,7351,2.80903801,41.83670952,92
Girona,Calonge i Sant Antoni,10804,3.07314483,41.86228799,35
Girona,Camós,687,2.76178193,42.08644119,208
Girona,Campdevànol,3243,2.16705008,42.22418662,734
Girona,Campelles,135,2.14056352,42.29463529,1301
Girona,Campllong,525,2.83017718,41.89091853,112
Girona,Camprodon,2214,2.36545733,42.31288827,964
Girona,Canet d'Adri,703,2.73476445,42.03825128,246
Girona,Cantallops,322,2.92494407,42.42218355,204
Girona,Capmany,623,2.92103112,42.37254,105
Girona,Queralbs,176,2.16127418,42.34832099,1220
Girona,Cassà de la Selva,10231,2.87439907,41.88728278,146
Girona,Castellfollit de la Roca,951,2.55462098,42.21828475,281
Girona,Castelló d'Empúries,10791,3.07630065,42.25961136,17
Girona,Castell-Platja d'Aro,10593,3.06798443,41.81426606,4
Girona,Celrà,5376,2.87907124,42.02461438,71
Girona,Cervià de Ter,923,2.91032071,42.06771203,45
Girona,Cistella,304,2.84850122,42.26853694,130
Girona,Siurana,159,2.9948398,42.20943566,32
Girona,Colera,481,3.14982626,42.40421548,22
Girona,Colomers,179,2.98758049,42.08406621,39
Girona,Cornellà del Terri,2280,2.81573428,42.08983634,96
Girona,Corçà,1245,3.01707993,41.9893624,43
Girona,Crespià,259,2.79921562,42.18696154,137
Girona,Darnius,564,2.83110073,42.36877743,187
Girona,Das,223,1.87037861,42.36086604,1221
Girona,L'Escala,10407,3.13299609,42.12467235,13
Girona,Espinelves,203,2.41749953,41.86884532,750
Girona,Espolla,423,3.00104933,42.39238049,122
Girona,Esponellà,432,2.79549985,42.17884901,139
Girona,Figueres,45961,2.96027805,42.2678359,41
Girona,Flaçà,1050,2.95358208,42.05017515,33
Girona,Foixà,313,2.99703717,42.03982728,82
Girona,Fontanals de Cerdanya,448,1.89950069,42.38582555,1149
Girona,Fontanilles,138,3.10741059,42.01207333,30
Girona,Fontcoberta,1481,2.79015688,42.14287655,203
Girona,Fornells de la Selva,2613,2.81285895,41.93119771,101
Girona,Fortià,726,3.04092186,42.24200453,8
Girona,Garrigàs,436,2.95297191,42.19277305,110
Girona,Garrigoles,172,3.03082812,42.10714627,85
Girona,Garriguella,851,3.06508744,42.34215233,55
Girona,Ger,423,1.84395105,42.41127149,1134
Girona,Girona,99013,2.82411899,41.98186075,69
Girona,Gombrèn,185,2.09102878,42.24850269,910
Girona,Gualta,392,3.10389985,42.02919814,10
Girona,Guils de Cerdanya,525,1.87825086,42.44794164,1379
Girona,Hostalric,4106,2.63362376,41.74404536,159
Girona,Isòvol,270,1.81783923,42.37857512,1049
Girona,Jafre,393,3.0113124,42.07266437,41
Girona,La Jonquera,3157,2.87348755,42.4173111,112
Girona,Juià,334,2.90687621,42.0172189,94
Girona,Lladó,773,2.81330962,42.24904031,206
Girona,Llagostera,8229,2.8919991,41.82867449,155
Girona,Llambilles,716,2.8592946,41.92101422,142
Girona,Llanars,507,2.3442646,42.32046928,984
Girona,Llançà,4796,3.1517566,42.36281096,11
Girona,Llers,1211,2.91372377,42.29727963,137
Girona,Llívia,1415,1.98244323,42.465141,1225
Girona,Lloret de Mar,36878,2.84739507,41.69957944,5
Girona,Les Llosses,210,2.10405598,42.15102259,972
Girona,Madremanya,284,2.95710219,41.98972464,173
Girona,Maià de Montcal,409,2.74243129,42.22222718,237
Girona,Meranges,99,1.78667633,42.44629879,1539
Girona,Masarac,279,2.97280658,42.35130958,79
Girona,Massanes,721,2.65136684,41.76569921,151
Girona,Maçanet de Cabrenys,706,2.74787425,42.38626833,371
Girona,Maçanet de la Selva,6822,2.73045604,41.77749403,100
Girona,Mieres,318,2.64011215,42.12441236,278
Girona,Mollet de Peralada,186,2.99983443,42.36045394,59
Girona,Molló,342,2.40437994,42.3468796,1181
Girona,Montagut i Oix,919,2.59650517,42.23005764,276
Girona,Mont-ras,1725,3.14339831,41.9090308,89
Girona,Navata,1307,2.86163363,42.22393632,148
Girona,Ogassa,228,2.27777937,42.26562673,942
Girona,Olot,34194,2.48816559,42.18183793,438
Girona,Ordis,364,2.90721431,42.21855906,97
Girona,Osor,421,2.55670401,41.94522217,342
Girona,Palafrugell,22725,3.16397764,41.91718159,62
Girona,Palamós,17743,3.12865803,41.84674675,10
Girona,Palau de Santa Eulàlia,96,2.97024943,42.17738667,80
Girona,Palau-saverdera,1456,3.14962249,42.30781199,100
Girona,Palau-sator,285,3.11031715,41.98874321,20
Girona,Palol de Revardit,476,2.79513608,42.06903269,141
Girona,Pals,2469,3.14451674,41.97170928,52
Girona,Pardines,160,2.21394337,42.31213783,1228
Girona,Parlavà,394,3.03047245,42.0223059,37
Girona,Pau,537,3.11641569,42.31581246,34
Girona,Pedret i Marzà,186,3.06698477,42.31143974,35
Girona,La Pera,457,2.97353297,42.02028902,89
Girona,Peralada,1859,3.00858213,42.30826253,37
Girona,Les Planes d'Hostoles,1629,2.53692802,42.05562039,371
Girona,Planoles,303,2.10481785,42.31578751,1126
Girona,Pont de Molins,531,2.92178099,42.31565799,56
Girona,Pontós,240,2.91760272,42.18676382,96
Girona,Porqueres,4594,2.74870627,42.12161989,177
Girona,Portbou,1107,3.15803504,42.42618874,27
Girona,Les Preses,1764,2.46107461,42.14068046,475
Girona,El Port de la Selva,992,3.20510994,42.33787111,14
Girona,Puigcerdà,8839,1.92634012,42.43264078,1206
Girona,Quart,3570,2.84040177,41.9385079,94
Girona,Rabós,175,3.02891464,42.37887672,103
Girona,Regencós,279,3.1697877,41.95255303,76
Girona,Ribes de Freser,1783,2.16777728,42.30628259,913
Girona,Riells i Viabrea,3922,2.51241583,41.77641711,486
Girona,Ripoll,10611,2.19082613,42.20127351,690
Girona,Riudarenes,2145,2.71770569,41.82053476,83
Girona,Riudaura,475,2.40861328,42.18765181,570
Girona,Riudellots de la Selva,2029,2.80356829,41.89264159,97
Girona,Riumors,266,3.04253588,42.22762077,6
Girona,Roses,19216,3.17830899,42.26182986,4
Girona,Rupià,264,3.01059017,42.0207872,64
Girona,Sales de Llierca,147,2.65000194,42.23567261,261
Girona,Salt,29836,2.78141235,41.97437513,86
Girona,Sant Andreu Salou,150,2.82513664,41.87385206,130
Girona,Sant Climent Sescebes,636,2.98034137,42.36874691,82
Girona,Sant Feliu de Buixalleu,825,2.58617731,41.79126137,403
Girona,Sant Feliu de Guíxols,21721,3.02869534,41.78042564,3
Girona,Sant Feliu de Pallerols,1342,2.5075746,42.07575416,472
Girona,Sant Ferriol,228,2.66894817,42.19781187,361
Girona,Sant Gregori,3636,2.7385312,41.99145243,107
Girona,Sant Hilari Sacalm,5578,2.50849539,41.87892558,798
Girona,Sant Jaume de Llierca,852,2.60884075,42.21253782,202
Girona,Sant Jordi Desvalls,732,2.95375973,42.07213289,58
Girona,Sant Joan de les Abadesses,3270,2.28626354,42.23260905,772
Girona,Sant Joan de Mollet,498,2.94284327,42.045631,53
Girona,Sant Julià de Ramis,3447,2.85399914,42.02801672,178
Girona,Vallfogona de Ripollès,204,2.30273378,42.19622566,953
Girona,Sant Llorenç de la Muga,251,2.79045415,42.32017708,166
Girona,Sant Martí de Llémena,612,2.64650349,42.03634793,257
Girona,Sant Martí Vell,245,2.93006254,42.02011748,70
Girona,Sant Miquel de Campmajor,226,2.67919209,42.13599323,223
Girona,Sant Miquel de Fluvià,746,2.99222659,42.17169838,26
Girona,Sant Mori,175,2.99123574,42.15382969,54
Girona,Sant Pau de Segúries,672,2.36547744,42.26011148,852
Girona,Sant Pere Pescador,2040,3.08221872,42.18835879,5
Girona,Santa Coloma de Farners,12854,2.66311624,41.86351304,139
Girona,Santa Cristina d'Aro,5194,2.99940603,41.81180044,28
Girona,Santa Llogaia d'Àlguema,353,2.95253036,42.23353656,43
Girona,Sant Aniol de Finestres,363,2.58653291,42.0901244,413
Girona,Santa Pau,1549,2.57167076,42.14430747,491
Girona,Sant Joan les Fonts,2931,2.50907002,42.21272222,322
Girona,Sarrià de Ter,5052,2.8239182,42.01555439,66
Girona,"Saus, Camallera i Llampaies",839,2.97833954,42.1328522,79
Girona,La Selva de Mar,191,3.18694605,42.32440136,48
Girona,La Cellera de Ter,2006,2.62127615,41.96910478,160
Girona,Serinyà,1117,2.74486464,42.16872452,183
Girona,Serra de Daró,206,3.07250239,42.02854672,14
Girona,Setcases,182,2.30115501,42.37552143,1278
Girona,Sils,5910,2.7427618,41.80574997,73
Girona,Susqueda,98,2.51614946,41.97795153,348
Girona,La Tallada d'Empordà,450,3.05609473,42.08000077,18
Girona,Terrades,306,2.83985987,42.31003454,228
Girona,Torrent,161,3.12712171,41.95196888,42
Girona,Torroella de Fluvià,688,3.04525812,42.17350061,10
Girona,Torroella de Montgrí,11516,3.12621596,42.04332513,30
Girona,Tortellà,783,2.62980203,42.23298857,277
Girona,Toses,168,2.01810371,42.32187763,1446
Girona,Tossa de Mar,5542,2.930461,41.721889,3
Girona,Ultramort,216,3.03462318,42.03626484,29
Girona,Ullà,1138,3.10834747,42.05177353,24
Girona,Ullastret,295,3.06867893,42.00043051,48
Girona,Urús,173,1.85418301,42.34993433,1264
Girona,La Vall d'en Bas,3018,2.40768475,42.14955884,545
Girona,La Vall de Bianya,1265,2.44152911,42.22075324,366
Girona,Vall-llobrega,924,3.12552187,41.88100367,48
Girona,Ventalló,793,3.026674,42.14922508,29
Girona,Verges,1159,3.04655402,42.06123563,21
Girona,Vidrà,177,2.30949153,42.12280149,980
Girona,Vidreres,7652,2.77909064,41.78894616,91
Girona,Vilabertran,919,2.97911727,42.28225082,19
Girona,Vilablareix,2691,2.77284394,41.95693961,114
Girona,Viladasens,216,2.93031913,42.09586171,92
Girona,Viladamat,468,3.07572059,42.13341557,6
Girona,Vilademuls,789,2.88677073,42.13869772,124
Girona,Viladrau,1038,2.3894192,41.84765935,820
Girona,Vilafant,5465,2.93786527,42.24703941,54
Girona,Vilaür,145,2.95507642,42.14388685,66
Girona,Vilajuïga,1123,3.09319102,42.32521854,32
Girona,Vilallonga de Ter,406,2.31170464,42.33152704,1071
Girona,Vilamacolum,325,3.05850041,42.19495682,6
Girona,Vilamalla,1146,2.97049756,42.21863668,40
Girona,Vilamaniscle,199,3.06712685,42.37641067,167
Girona,Vilanant,401,2.8892312,42.25489355,98
Girona,Vila-sacra,706,3.01860299,42.26606644,15
Girona,Vilopriu,207,2.99213626,42.10430399,76
Girona,Vilobí d'Onyar,3138,2.74292397,41.88906405,118
Girona,Biure,230,2.89499912,42.33764783,77
Girona,"Cruïlles, Monells i Sant Sadurní de l'Heura",1296,2.99099519,41.95621822,111
Girona,Forallac,1708,3.05439621,41.96006964,49
Girona,Sant Julià del Llor i Bonmatí,1321,2.66875938,41.96825158,130
Granada,Agrón,290,-3.83009744,37.03037591,1059
Granada,Alamedilla,606,-3.24475946,37.58043998,861
Granada,Albolote,18660,-3.65748033,37.23090185,649
Granada,Albondón,745,-3.21087374,36.82729026,898
Granada,Albuñán,418,-3.13273196,37.22739368,1114
Granada,Albuñol,6998,-3.20167375,36.79129267,240
Granada,Albuñuelas,836,-3.62953573,36.92926956,734
Granada,Aldeire,635,-3.07267592,37.16037152,1274
Granada,Alfacar,5440,-3.57046354,37.23688695,919
Granada,Algarinejo,2677,-4.15798102,37.32575532,606
Granada,Alhama de Granada,5981,-3.98605626,37.0037636,889
Granada,Alhendín,8928,-3.64587295,37.10823076,736
Granada,Alicún de Ortega,495,-3.13664857,37.60839263,700
Granada,Almegíjar,362,-3.30032661,36.90261248,818
Granada,Almuñécar,27135,-3.69091622,36.73441423,22
Granada,Alquife,665,-3.11612282,37.17960943,1195
Granada,Arenas del Rey,1179,-3.89435636,36.95781442,874
Granada,Armilla,24028,-3.62690297,37.14031436,675
Granada,Atarfe,18392,-3.6887337,37.22271103,598
Granada,Baza,20642,-2.77485648,37.49077779,843
Granada,Beas de Granada,1000,-3.4815134,37.21755854,1072
Granada,Beas de Guadix,345,-3.2055964,37.2809596,950
Granada,Benalúa,3286,-3.16508314,37.35220557,867
Granada,Benalúa de las Villas,1083,-3.68369321,37.42820145,841
Granada,Benamaurel,2337,-2.6992125,37.60889166,725
Granada,Bérchules,715,-3.19011463,36.97540561,1319
Granada,Bubión,301,-3.3573936,36.94867092,1281
Granada,Busquístar,278,-3.2949278,36.93758369,1159
Granada,Cacín,587,-3.91770899,37.05876512,701
Granada,Cádiar,1486,-3.18084098,36.94487044,920
Granada,Cájar,5054,-3.57097669,37.13433161,729
Granada,Calicasas,619,-3.61846278,37.27353143,768
Granada,Campotéjar,1271,-3.6156536,37.48233309,935
Granada,Caniles,4179,-2.72312271,37.43694658,906
Granada,Cáñar,348,-3.42776601,36.92620013,1026
Granada,Capileira,559,-3.35991264,36.96126531,1429
Granada,Carataunas,179,-3.40856209,36.92332899,774
Granada,Cástaras,244,-3.25417487,36.93059265,1007
